,발생년,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,lon,lat,월,시,분
11893,2017,야,화,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,화물차,화물차,보행자,보행자,953984.0,1952006.0,126.94272279999998,37.49539269,10,4,53
11962,2017,야,토,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947584.0,1946849.0,126.9069213,37.5196162,11,23,9
11971,2017,야,일,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,948423.0,1946681.0,126.91634690000001,37.51797943,11,23,9
11976,2017,주,월,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,947084.0,1946315.0,126.9012217,37.51460477,11,11,0
11996,2017,주,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,945623.0,1943361.0,126.88490890000001,37.48789498,11,17,19
12003,2017,야,수,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로횡단보도내,자전거,자전거,화물차,화물차,961190.0,1957126.0,127.06026259999999,37.61274891,11,4,15
12005,2017,주,수,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,966981.0,1942338.0,127.12654180000001,37.47968495,11,10,17
12020,2017,야,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,965141.0,1945371.0,127.1055874,37.50695518,11,18,20
12021,2017,야,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,965258.0,1945244.0,127.10691709999999,37.50581488,11,18,50
12058,2017,야,월,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,이륜차,이륜차,960395.0,1946386.0,127.0518354,37.51591225,11,0,25
12101,2017,주,목,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,945652.0,1954633.0,126.88440220000001,37.5894922,11,6,0
12157,2017,야,화,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,956821.0,1956482.0,127.01079920000001,37.60674959,11,5,44
12280,2017,야,목,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,962856.0,1957763.0,127.0791064,37.61855918,11,18,25
12283,2017,야,목,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,949754.0,1956835.0,126.93071200000001,37.60957215,11,22,50
12288,2017,야,금,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,941162.0,1949185.0,126.8339845,37.54011342,12,5,24
12309,2017,야,토,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,959060.0,1954916.0,127.036253,37.59273731,12,19,57
12313,2017,야,일,1,2,1,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,954901.0,1946818.0,126.9896417,37.51955374,12,4,12
12358,2017,주,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,965739.0,1946545.0,127.1122986,37.51755935,12,14,24
12387,2017,야,토,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951479.0,1946103.0,126.95073020000001,37.51280562,12,5,45
12396,2017,야,일,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,942263.0,1944906.0,126.8467828,37.50161622,12,3,8
12416,2017,야,화,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,화물차,화물차,957891.0,1952985.0,127.02312260000001,37.57528,12,19,10
12419,2017,야,수,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,963109.0,1954784.0,127.08212340000001,37.59171885,12,0,35
12431,2017,주,목,1,1,0,0,0,서울,동작구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,자전거,자전거,승합차,승합차,950412.0,1945183.0,126.93895479999999,37.50458671,12,14,40
12469,2017,야,월,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957448.0,1959239.0,127.01774209999999,37.63162811,12,0,58
12528,2017,야,금,1,1,0,0,0,서울,성동구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,958864.0,1950827.0,127.0342625,37.55587337,12,19,19
12588,2017,야,수,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,948437.0,1954788.0,126.91593529999999,37.59104953,12,18,0
12593,2017,야,수,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,962356.0,1945860.0,127.07405220000001,37.51125332,12,22,24
12631,2018,주,수,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,950497.0,1954702.0,126.93927409999999,37.59038756,2,6,35
12632,2018,야,일,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,953337.0,1950150.0,126.9717317,37.54950802,9,5,23
12636,2018,야,일,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957823.0,1957100.0,127.0221154,37.61236625,12,4,19
12637,2018,주,월,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,963182.0,1948990.0,127.0832413,37.53949856,1,7,17
12638,2018,야,금,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,951656.0,1949822.0,126.9527236,37.54646503,5,4,47
12639,2018,야,화,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947686.0,1946843.0,126.90799579999998,37.51939806,4,23,50
12640,2018,주,일,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,946758.0,1944726.0,126.8976481,37.50026411,2,7,7
12644,2018,주,화,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,950276.0,1945198.0,126.93741509999998,37.50471459,2,12,0
12645,2018,야,토,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,자전거,자전거,보행자,보행자,963551.0,1954643.0,127.08713700000001,37.59046559,8,21,30
12649,2018,야,화,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,944291.0,1950110.0,126.86933090000001,37.54864494,9,19,30
12650,2018,주,금,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,965139.0,1946555.0,127.1055086,37.51762701,1,7,18
12653,2018,야,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,945726.0,1944557.0,126.8859857,37.49868078,12,22,10
12655,2018,야,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,945233.0,1949387.0,126.88004840000002,37.54218497,5,1,37
12656,2018,야,화,1,1,0,0,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,959755.0,1963419.0,127.04365700000001,37.66940705,6,19,20
13051,2018,야,목,1,1,0,0,0,서울,중구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,이륜차,이륜차,956880.0,1951828.0,127.01174170000002,37.56480489,5,4,23
13054,2018,주,화,1,1,0,0,0,서울,종로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953238.0,1952341.0,126.9704712,37.56925089999999,11,7,28
13055,2018,주,월,1,3,0,2,0,서울,종로구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,이륜차,이륜차,승용차,승용차,951441.0,1956827.0,126.94982549999999,37.6095907,9,6,25
13058,2018,주,월,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,952998.0,1947943.0,126.9680354,37.52959862,5,10,15
13059,2018,야,일,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956568.0,1954537.0,127.0080483,37.58920703,2,5,26
13060,2018,주,금,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,957914.0,1959460.0,127.02301059999999,37.63364149,10,7,50
13061,2018,주,월,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,958596.0,1959618.0,127.030731,37.63509656,3,6,5
13064,2018,주,토,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,건설기계,건설기계,963435.5,1949696.2,127.0860756,37.54587389,12,17,25
13065,2018,야,일,1,3,2,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,948676.0,1947658.0,126.91914150000001,37.52679941,10,18,42
13067,2018,야,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,948884.0,1947371.0,126.9215154,37.52422418,2,2,45
13068,2018,주,월,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,946953.0,1939692.0,126.90021680000001,37.45490286,7,15,50
13070,2018,야,화,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,959779.0,1949950.0,127.04466979999998,37.54800911,1,21,32
13074,2018,야,월,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959710.0,1946601.0,127.04407250000001,37.51782046,10,5,20
13076,2018,야,일,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,967531.0,1948079.0,127.1325088,37.531450799999995,4,20,35
13079,2018,야,토,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,942229.0,1944896.0,126.84639890000001,37.50152396,2,20,30
13080,2018,주,월,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,947088.0,1942996.0,126.9015058,37.48469028,9,15,45
13082,2018,야,토,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,944428.0,1944194.0,126.8713293,37.49533178,4,21,50
13083,2018,야,금,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,946450.0,1944086.0,126.89421029999998,37.49447787,1,5,25
13084,2018,야,목,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957743.0,1945029.0,127.02190470000001,37.50356347,5,1,45
13085,2018,주,목,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,과속,교차로,교차로부근,승용차,승용차,보행자,보행자,956197.0,1942704.0,127.0045523,37.48253537,1,6,55
13088,2018,주,금,1,1,0,0,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,958282.0,1961163.0,127.02708390000002,37.64900766,10,14,10
13523,2018,야,금,1,1,0,0,0,서울,중구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,956058.0,1951817.0,127.00243490000001,37.56466688,3,18,0
13524,2018,주,일,1,1,0,0,0,서울,종로구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,952290.0,1955864.0,126.9595071,37.60095554,6,12,16
13527,2018,야,토,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,954826.0,1948409.0,126.98869509999999,37.53389018,1,5,14
13528,2018,야,토,1,2,1,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,956571.0,1954348.0,127.0080935,37.58750368,8,21,42
13529,2018,야,수,1,2,0,1,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956650.0,1954575.0,127.00897479999999,37.5895534,8,23,10
13530,2018,야,일,1,4,2,1,0,서울,강북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,958822.0,1956920.0,127.0334443,37.61078916,2,4,0
13531,2018,야,월,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,958126.0,1959606.0,127.02540490000001,37.634967100000004,7,1,13
13533,2018,주,일,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,960800.0,1954594.0,127.05597949999999,37.58991084,10,6,45
13534,2018,야,화,1,1,0,0,0,서울,마포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승용차,승용차,951991.0,1950582.0,126.95646609999999,37.55333256,5,20,50
13537,2018,야,목,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,승용차,승용차,947702.0,1944239.0,126.9083621,37.49592866,8,23,50
13539,2018,주,월,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,949119.0,1947547.0,126.92416259999999,37.5258235,2,14,35
13541,2018,주,목,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959059.0,1951275.0,127.0364451,37.55992001,1,17,34
13542,2018,주,금,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,950377.0,1946178.0,126.93849170000001,37.51355298,4,14,55
13544,2018,야,토,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,이륜차,이륜차,보행자,보행자,949919.0,1941788.0,126.93360829999999,37.47396013,3,1,40
13546,2018,야,월,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,939299.0,1952541.0,126.8126199,37.570240000000005,8,18,35
13551,2018,주,일,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962630.0,1944913.0,127.07720060000001,37.50272876,11,17,15
13552,2018,주,토,1,1,0,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,자전거,자전거,964997.0,1945508.0,127.10395159999999,37.50818457,2,12,4
13556,2018,야,목,1,5,1,3,0,서울,서초구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,956965.0,1945592.0,127.01306969999999,37.50860203,11,23,25
13557,2018,야,수,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,941612.0,1946667.0,126.8392781,37.51744725,11,4,28
13559,2018,주,월,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,961344.0,1961159.0,127.06179409999999,37.64910564,10,12,41
13563,2018,주,화,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,948558.0,1958412.0,126.917051,37.62371954,2,11,30
13976,2018,주,수,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,950125.0,1956036.0,126.9349697,37.60239092,8,11,20
13978,2018,주,화,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957010.0,1958945.0,127.0127956,37.62895786,10,6,17
13983,2018,야,토,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,947008.0,1939510.0,126.9008518,37.45326561,4,19,58
13987,2018,야,토,1,1,0,0,0,서울,강서구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,940319.0,1952842.0,126.8241451,37.57301958,12,5,17
13990,2018,야,화,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,970944.0,1951153.0,127.17101559999999,37.55927202,3,4,26
13992,2018,주,금,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966539.0,1944852.0,127.1214284,37.50232894,7,16,21
13994,2018,주,금,1,1,0,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,965204.0,1946065.0,127.1062673,37.51321288,4,16,50
13995,2018,야,토,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,965793.0,1944290.0,127.1130146,37.49723603,10,21,12
13996,2018,주,목,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,958721.0,1956113.0,127.0323456,37.60351098,10,10,40
14000,2018,주,화,1,1,0,0,0,서울,구로구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,자전거,자전거,946176.0,1942533.0,126.8912244,37.48046447,8,6,20
14001,2018,야,토,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956552.0,1943581.0,127.00851570000002,37.49045686,3,3,47
14003,2018,주,수,1,1,0,0,0,서울,노원구,차대차,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,이륜차,승용차,승용차,963839.0,1958244.0,127.0902211,37.62293375,11,14,30
14005,2018,야,화,1,2,1,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,948085.0,1957300.0,126.91177009999998,37.61367048,3,2,0
14007,2018,야,금,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,불명,불명,승용차,승용차,보행자,보행자,955814.0,1942162.0,127.0002529,37.47763189,9,18,55
14413,2018,야,수,1,2,0,0,1,서울,중구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,956090.0,1951798.0,127.00279840000002,37.56449716,1,18,30
14418,2018,야,토,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,960672.0,1951888.0,127.054675,37.56551545,2,5,45
14419,2018,주,수,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,962041.0,1953347.0,127.0701006,37.57872331,3,15,20
14420,2018,주,목,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,964208.0,1948640.0,127.0948719,37.53638429,12,12,54
14421,2018,주,화,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,건설기계,건설기계,보행자,보행자,951870.0,1951044.0,126.9550659,37.55749033,10,10,10
14422,2018,주,일,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,950602.0,1950921.0,126.94071840000001,37.55631458,2,9,0
14423,2018,주,목,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,946256.0,1945919.0,126.8918818,37.5109877,11,15,40
14424,2018,주,금,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,947506.0,1946469.0,126.9059857,37.51601691,7,11,19
14425,2018,주,수,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로부근,화물차,화물차,보행자,보행자,949967.0,1946752.0,126.9338134,37.51870441,8,9,25
14426,2018,주,월,1,3,2,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,947447.0,1947089.0,126.9052737,37.521601700000005,9,6,10
14427,2018,야,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,947126.0,1944265.0,126.90184440000002,37.49613019,6,22,37
14431,2018,야,월,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,958632.0,1951659.0,127.0315889,37.56336202,1,19,35
14434,2018,야,화,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,958528.0,1946177.0,127.0307211,37.51394641,2,3,26
14435,2018,주,수,1,1,0,0,0,서울,강서구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,자전거,자전거,승용차,승용차,944606.0,1950281.0,126.8728838,37.55020516,5,16,55
14436,2018,주,목,1,2,1,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966878.0,1949043.0,127.1250747,37.540116499999996,3,12,5
14439,2018,주,목,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,960194.0,1957235.0,127.04897179999999,37.61368876,9,14,8
14440,2018,야,월,1,2,0,1,0,서울,서초구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,957817.0,1944239.0,127.0227872,37.49644631,9,5,32
14866,2018,야,금,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,948336.0,1952410.0,126.9149591,37.56961078,5,23,43
14867,2018,야,토,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,955810.0,1948639.0,126.9998183,37.53601092,8,0,40
14868,2018,야,수,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,956678.0,1957451.0,127.0091217,37.61547662,10,20,20
14869,2018,야,일,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승합차,승합차,보행자,보행자,957079.0,1959504.0,127.0135447,37.63399943,7,20,45
14870,2018,주,월,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,자전거,자전거,961933.0,1954537.0,127.06881570000002,37.58944466,3,17,10
14879,2018,야,일,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,948462.0,1946568.0,126.91679620000001,37.51696312,1,21,51
14881,2018,야,일,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,보행자,보행자,947823.0,1942588.0,126.909848,37.48105471,8,4,0
14882,2018,야,목,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,946765.0,1941301.0,126.897975,37.46939434,11,22,35
