,발생년,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,lon,lat,월,시,분
8624,2017,야,금,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,958083.0,1949880.0,127.02547450000002,37.54730259,1,0,40
8626,2017,주,금,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,959245.0,1955990.0,127.0381594,37.60244866,1,6,0
8645,2017,야,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,947101.0,1945442.0,126.9014769,37.50673726,1,0,40
8674,2017,야,화,1,2,0,1,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승합차,승합차,945525.0,1948772.0,126.88339930000001,37.53665923,1,22,0
8693,2017,주,금,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,949772.0,1946151.0,126.9316479,37.51327688,1,6,30
8695,2017,주,금,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,특수차,특수차,보행자,보행자,954182.0,1942122.0,126.98179809999999,37.47719185,1,11,45
8715,2017,주,일,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,943719.0,1949882.0,126.8628733,37.5465552,1,9,35
8725,2017,주,월,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,942464.0,1949674.0,126.8486832,37.54460299,1,6,21
8739,2017,야,월,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,949781.0,1943312.0,126.93194369999999,37.48768884,1,20,53
8743,2017,주,화,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,948061.0,1941725.0,126.9126006,37.47328971,1,6,17
8765,2017,주,수,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,949586.0,1952686.0,126.92909440000001,37.57216769,1,14,58
8794,2017,주,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,946822.0,1945294.0,126.898331,37.50538728,1,10,26
8795,2017,주,금,1,2,1,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,이륜차,이륜차,962129.0,1950299.0,127.0712547,37.55125436,1,11,20
8816,2017,야,일,1,2,0,1,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,947795.0,1943863.0,126.9094408,37.49254496,1,5,20
8856,2017,야,수,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,958275.0,1946800.0,127.027823,37.51955031,1,22,43
8858,2017,야,수,1,5,0,4,0,서울,송파구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,968758.0,1945442.0,127.1465082,37.50772469,1,23,54
8860,2017,야,목,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,958831.0,1953318.0,127.0337489,37.57832394,1,2,59
8914,2017,야,수,1,1,0,0,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959876.0,1964315.0,127.0449797,37.6774881,2,18,55
8933,2017,야,금,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,961948.0,1954633.0,127.06898059999999,37.59031055,2,0,18
9017,2017,주,토,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,959803.0,1947177.0,127.04509329999999,37.5230162,2,10,10
9022,2017,야,일,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,963548.0,1951509.0,127.087259,37.56221774,2,2,40
9128,2017,야,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,968669.0,1944100.0,127.1455584,37.49562557,2,4,59
9131,2017,주,목,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,948723.0,1959621.0,126.91883590000002,37.63462549,2,12,59
9137,2017,주,금,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,950312.0,1944217.0,126.93788870000002,37.49587455,2,10,45
9143,2017,야,금,1,4,1,1,1,서울,송파구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,967459.0,1942040.0,127.1287793,37.47504547,2,20,23
9184,2017,야,수,1,3,2,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,958821.0,1944637.0,127.03412279999999,37.50007897,3,1,15
9185,2017,야,수,1,1,0,0,0,서울,서대문구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,이륜차,이륜차,948581.0,1952405.0,126.9177337,37.56957943,3,2,30
9186,2017,야,수,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,967500.0,1948568.0,127.12908440000001,37.53707988,3,5,15
9195,2017,주,목,1,2,0,1,0,서울,강동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,자전거,자전거,보행자,보행자,967596.0,1948573.0,127.13322269999999,37.53590572,3,12,53
9244,2017,야,화,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,953680.0,1941775.0,126.97614250000001,37.47403919,3,5,19
9245,2017,주,화,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,건설기계,건설기계,961599.0,1955099.0,127.0650031,37.59449623,3,9,0
9271,2017,야,목,1,1,0,0,0,서울,강북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로횡단보도내,이륜차,이륜차,이륜차,이륜차,957920.0,1959440.0,127.0230797,37.633461499999996,3,23,35
9277,2017,주,금,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,특수차,특수차,보행자,보행자,948217.0,1950126.0,126.91377290000001,37.54901817,3,14,44
9365,2017,야,토,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947770.0,1952721.0,126.91358159999999,37.5701096,3,20,57
9370,2017,주,일,1,1,0,0,0,서울,마포구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,948036.0,1950701.0,126.9116832,37.55419051,3,9,25
9403,2017,주,목,1,2,0,1,0,서울,광진구,차대차,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,자전거,자전거,승합차,승합차,963633.0,1950821.0,127.08825549999999,37.55601992,3,8,35
9447,2017,주,수,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,948705.0,1950663.0,126.91925970000001,37.55388551,3,6,28
9479,2017,야,일,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,보행자,보행자,959318.0,1941142.0,127.0399386,37.46859918,4,5,40
9510,2017,야,목,2,2,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,962907.0,1952370.0,127.07995759999999,37.56995262,4,3,10
9528,2017,야,금,1,2,1,0,0,서울,도봉구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,959416.0,1962701.0,127.0398531,37.66292069,4,21,0
9529,2017,야,금,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,951232.0,1949215.0,126.9479643,37.54097168,4,23,35
9538,2017,야,일,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,과속,기타,기타,승용차,승용차,보행자,보행자,967956.0,1948384.0,127.1373057,37.53421477,4,2,27
9562,2017,야,화,1,4,1,2,0,서울,강동구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,승용차,승용차,971463.0,1950646.0,127.1769115,37.55471844,4,23,20
9631,2017,주,화,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,957382.0,1954586.0,127.01726529999999,37.58968674,4,16,48
9648,2017,주,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,948348.0,1945997.0,126.9155463,37.51181022,4,8,18
9667,2017,야,월,1,1,0,0,0,서울,강동구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,자전거,자전거,승용차,승용차,968066.0,1948351.0,127.1385521,37.53392114,4,5,30
9709,2017,야,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승합차,승합차,보행자,보행자,945947.0,1948123.0,126.88822340000002,37.53083457,4,0,6
9809,2017,주,토,1,2,0,1,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,949566.0,1946147.0,126.9293173,37.51322959,5,14,18
9815,2017,야,토,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,959285.0,1951076.0,127.03901499999999,37.55813638,5,22,20
9902,2017,주,월,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,949789.0,1949995.0,126.9315774,37.54792445,5,8,20
9909,2017,주,월,1,2,0,1,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,960613.0,1961615.0,127.0534831,37.65318457,5,16,45
9915,2017,야,화,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,968138.0,1944089.0,127.13955190000001,37.49550824,5,2,16
9941,2017,주,목,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951376.0,1944761.0,126.94988909999998,37.50083442,5,6,14
9953,2017,야,목,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,이륜차,이륜차,959952.0,1947309.0,127.0467723,37.52421245,5,22,28
10007,2017,주,화,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,963824.0,1949567.0,127.0904798,37.54472469,5,9,10
10074,2017,주,월,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,957945.0,1956683.0,127.02352169999999,37.60861334,5,11,10
10111,2017,야,목,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,947346.0,1943191.0,126.90440990000002,37.486462599999996,6,23,55
10155,2017,주,월,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,970400.0,1950977.0,127.1648634,37.55766834,6,16,5
10180,2017,야,금,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,960084.0,1941711.0,127.04857,37.47376123,6,1,20
10245,2017,주,목,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,승합차,보행자,보행자,947218.0,1937937.0,126.9023081,37.43946592,6,15,25
10272,2017,주,토,1,1,0,0,0,서울,강서구,차대차,측면충돌,운전자법규위반,부당한 회전,단일로,기타단일로,자전거,자전거,승합차,승합차,939664.0,1952626.0,126.8167459,37.5710301,6,11,55
10298,2017,주,화,1,2,1,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,965808.0,1944341.0,127.11318190000001,37.49769627,6,8,40
10303,2017,주,화,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,952936.0,1947426.0,126.9673669,37.52493562,6,11,53
10309,2017,야,수,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962289.0,1949613.0,127.0731013,37.54507777,6,1,40
10310,2017,야,수,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957862.0,1945076.0,127.0232483,37.50399254,6,1,5
10335,2017,야,금,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,967765.0,1950338.0,127.135058,37.55182032,6,19,45
10371,2017,야,화,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,958918.0,1941952.0,127.03537,37.47588234,6,22,30
10385,2017,야,수,1,2,0,1,0,서울,서대문구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,이륜차,이륜차,949058.0,1953280.0,126.9230741,37.5774924,6,23,20
10390,2017,야,목,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,941444.0,1949265.0,126.837825,37.54102735,6,3,10
10408,2017,주,금,1,2,1,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,교량위,이륜차,이륜차,화물차,화물차,947576.0,1946355.0,126.90678590000002,37.51499339,6,17,2
10427,2017,주,일,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959337.0,1942272.0,127.04009099999999,37.47878517,7,13,30
10428,2017,야,월,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,967016.0,1941876.0,127.1269584,37.47552196,7,0,56
10438,2017,주,월,1,1,0,0,0,서울,종로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,953362.0,1953332.0,126.9718123,37.57818924,7,13,51
10465,2017,야,수,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,942274.0,1944453.0,126.84694280000001,37.49753399,7,22,42
10478,2017,야,목,1,1,0,0,0,서울,서대문구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,이륜차,이륜차,947556.0,1952942.0,126.90608870000001,37.57436163,7,21,35
10528,2017,야,화,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,이륜차,이륜차,보행자,보행자,946689.0,1947064.0,126.8966979,37.52133287,7,23,37
10544,2017,야,수,1,2,1,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,961281.0,1963894.0,127.0609348,37.67375396,7,21,10
10554,2017,주,목,1,1,0,0,0,서울,성동구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,961297.0,1949361.0,127.06188519999999,37.54276527,7,15,15
10565,2017,주,금,1,1,0,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,건설기계,건설기계,946064.0,1954219.0,126.8890992,37.58578506,7,12,10
10569,2017,야,금,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966461.0,1949442.0,127.12033629999999,37.54369777,7,22,25
10607,2017,주,화,1,2,1,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,955344.0,1944813.0,126.99477649999999,37.50150363,7,12,13
10624,2017,야,목,1,1,0,0,0,서울,도봉구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,자전거,자전거,959420.0,1963582.0,127.0398494,37.67086143,7,0,35
10650,2017,야,토,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957842.0,1945085.0,127.02302150000001,37.50407275,7,3,0
10657,2017,야,토,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956336.0,1944106.0,127.0060412,37.49517867,7,20,26
10713,2017,야,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,자전거,자전거,961568.0,1952419.0,127.0647926,37.57033935,7,4,28
10763,2017,주,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,942717.0,1944514.0,126.8519494,37.49811138,8,17,17
10767,2017,주,수,1,1,0,0,0,서울,성동구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,961490.0,1949945.0,127.06403929999999,37.54803715,8,6,40
10869,2017,야,목,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953936.0,1952044.0,126.9783937,37.56660917,8,21,55
10886,2017,주,토,1,1,0,0,0,서울,강동구,차대차,측면충돌,운전자법규위반,부당한 회전,교차로,교차로내,자전거,자전거,화물차,화물차,967195.0,1948707.0,127.12867790000001,37.53709933,8,11,10
10908,2017,주,화,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,947195.0,1938965.0,126.90300500000001,37.44836408,8,12,55
10965,2017,야,월,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,960581.0,1953899.0,127.05353640000001,37.58363726,8,4,45
10968,2017,주,월,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,959178.0,1957125.0,127.03746629999999,37.61265275,8,9,10
11000,2017,주,수,1,1,0,0,0,서울,성동구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,959805.0,1949652.0,127.0449804,37.54532428,8,16,50
11021,2017,주,금,1,1,0,0,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,948771.0,1944670.0,126.9204249,37.4998733,8,15,40
11050,2017,야,월,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전거리 미확보,기타,기타,개인형이동수단(PM),개인형이동수단(PM),승용차,승용차,962376.0,1951370.0,127.073996,37.56091775,8,2,5
11080,2017,주,수,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,건설기계,건설기계,보행자,보행자,959804.0,1953223.0,127.0447733,37.57751069,8,13,58
11090,2017,주,목,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,건설기계,건설기계,원동기장치자전거,원동기장치자전거,958405.0,1956549.0,127.0287409,37.60742649,8,14,33
11147,2017,주,화,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,965204.0,1955758.0,127.1058074,37.60057944,9,8,20
11185,2017,야,토,1,2,1,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960550.0,1956684.0,127.0530351,37.60873782,9,4,35
11303,2017,야,월,1,2,1,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,승용차,승용차,960259.0,1953943.0,127.0498871,37.58402,9,18,23
11415,2017,주,월,1,1,0,0,0,서울,종로구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로부근,건설기계,건설기계,보행자,보행자,954998.0,1953236.0,126.9903456,37.57740542,9,11,56
11418,2017,주,월,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,957949.0,1954216.0,127.0237088,37.58637794,9,14,39
11426,2017,야,화,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,947908.0,1945765.0,126.91058429999998,37.50969443,9,5,35
11442,2017,야,화,1,2,1,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,952804.0,1945452.0,126.9658658,37.50689635,9,21,5
11458,2017,야,수,1,1,0,0,0,서울,중구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,955436.0,1951483.0,126.9954125,37.56162658,9,21,28
11471,2017,야,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,보행자,보행자,958912.0,1946342.0,127.03505690000001,37.515450799999996,9,5,10
11523,2017,야,월,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승합차,승합차,보행자,보행자,950350.0,1954550.0,126.93761940000002,37.58900965,10,5,2
11537,2017,야,수,1,1,0,0,0,서울,강북구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,957017.0,1958336.0,127.0129107,37.62346918,10,2,20
11554,2017,야,금,1,2,0,1,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,954493.0,1946851.0,126.9850227,37.51983114,10,20,24
11605,2017,야,수,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,자전거,자전거,941373.0,1947211.0,126.8365304,37.52233518,10,5,20
11625,2017,주,금,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,신호위반,기타,기타,화물차,화물차,보행자,보행자,961620.0,1954717.0,127.065261,37.59105404,10,10,40
11629,2017,주,금,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,944431.0,1946407.0,126.871196,37.51527798,10,17,0
11671,2017,야,일,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960514.0,1940176.0,127.0535152,37.45994407,10,21,35
11684,2017,야,월,1,1,0,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로횡단보도내,원동기장치자전거,원동기장치자전거,승용차,승용차,949049.0,1956510.0,126.92274740000002,37.60660411,10,21,58
11685,2017,야,화,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,947710.0,1951820.0,126.90791270000001,37.56425772,10,0,17
11688,2017,야,화,1,2,1,0,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,948222.0,1944303.0,126.91423999999999,37.49653482,10,5,50
11798,2017,야,화,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,959865.0,1944132.0,127.0459612,37.4955732,10,0,20
11805,2017,주,화,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,951159.0,1954923.0,126.94675759999998,37.59241484,10,11,0
11877,2017,야,월,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,963625.0,1950866.0,127.08816270000001,37.55642521,10,1,28
11883,2017,주,월,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,959345.0,1958899.0,127.0392598,37.62864955,10,11,25
11884,2017,주,월,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,950164.0,1959937.0,126.9351456,37.63755292,10,15,34
11886,2017,주,월,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,960990.0,1946503.0,127.0585619,37.51699217,10,16,23
